id,name,ranking,team_id
943,Sheldon Brookbank,943,1
944,Nic Petan,944,30
945,Ladislav Smid,945,6
946,Jujhar Khaira,946,12
947,Ben Street,947,9
948,Chad Ruhwedel,948,4
949,Phillip Di Giuseppe,949,5
950,Stuart Percy,950,27
951,Jay Rosehill,951,22
952,Chris Brown,952,29
953,Joey Hishon,953,9
954,Mat Clark,954,9
955,Bryan Lerg,955,24
956,Tyler Pitlick,956,12
957,Daniel Carr,957,16
958,Frazer McLaren,958,24
959,Drew Shore,959,6
960,Chris Mueller,960,1
961,Brendan Shinnimin,961,2
962,Michael Sgarbossa,962,1
963,Kevin Porter,963,23
964,Casey Bailey,964,27
965,Andrew Bodnarchuk,965,8
966,Mark Fistric,966,1
967,Paul Carey,967,29
968,Chris Conner,968,22
969,Justin Falk,969,8
970,Zac Dalpe,970,15
971,Josh Leivo,971,27
972,David Warsofsky,972,23
973,Dennis Rasmussen,973,7
974,Brett Bulmer,974,15
975,Sean Collins,975,29
976,Jason Akeson,976,4
977,Max McCormick,977,21
978,Shane O'Brien,978,1
979,Mike Angelidis,979,26
980,Borna Rendulic,980,9
981,Nicklas Jensen,981,28
982,Jordan Szwarz,982,2
983,Tyson Strachan,983,15
984,Joel Vermin,984,26
985,Jeff Schultz,985,14
986,Nick Cousins,986,22
987,Travis Morin,987,10
988,Phil Varone,988,4
989,Petr Straka,989,22
990,Garrett Wilson,990,13
991,Mike Sislo,991,17
992,Devin Shore,992,10
993,Mike Halmo,993,19
994,Karl Stollery,994,24
995,Brendan Gaunce,995,28
996,Brad Hunt,996,12
997,Ryan Hartman,997,7
998,Corey Potter,998,2
999,Petter Granberg,999,18
1000,Vincent Hinostroza,1000,7
1001,Bracken Kearns,1001,19
1002,Viktor Tikhonov,1002,2
1003,Scott Harrington,1003,27
1004,Matt Ellis,1004,4
1005,James Wright,1005,19
1006,Raffi Torres,1006,24
1007,Andrew Agozzino,1007,9
1008,Kael Mouillierat,1008,23
1009,Connor Carrick,1009,29
1010,Luke Adam,1010,20
1011,Cameron Schilling,1011,7
1012,Jeremy Welsh,1012,25
1013,Emile Poirier,1013,6
1014,Brian Ferlin,1014,3
1015,Adam Pelech,1015,19
1016,Justin Hodgman,1016,25
1017,Patrice Cormier,1017,30
1018,Andrew MacWilliam,1018,30
1019,Brett Kulak,1019,6
1020,Dave Dziurzynski,1020,21
1021,Philip Samuelsson,1021,2
1022,Alexandre Grenier,1022,28
1023,Eriah Hayes,1023,25
1024,David Musil,1024,12
1025,T.J. Brennan,1025,27
1026,Cody Bass,1026,18
1027,Freddie Hamilton,1027,6
1028,Andy Miele,1028,11
1029,Keegan Lowe,1029,5
1030,Kevin Czuczman,1030,19
1031,Derek Grant,1031,6
1032,Michael Paliotta,1032,8
1033,Brock McGinn,1033,5
1034,Taylor Leier,1034,22
1035,Christoph Bertschy,1035,15
1036,Justin Shugg,1036,5
1037,Brett Gallant,1037,8
1038,Mike Blunden,1038,26
1039,Alex Grant,1039,2
1040,Harry Zolnierczyk,1040,1
1041,Ryan Wilson,1041,6
1042,John McCarthy,1042,24
1043,Chris Breen,1043,3
1044,Cameron Gaunce,1044,13
1045,Ryan Hamilton,1045,12
1046,Chris Summers,1046,20
1047,Raman Hrabarenka,1047,17
1048,Anthony Bitetto,1048,18
1049,Pierre-Cedric Labrie,1049,7
1050,David Broll,1050,26
1051,Justin Florek,1051,19
1052,Conor Allen,1052,18
1053,Dylan DeMelo,1053,24
1054,Louis Leblanc,1054,19
1055,Matt Taormina,1055,26
1056,Corban Knight,1056,13
1057,Ken Agostino,1057,6
1058,Matt Lindblad,1058,20
1059,Joey Crabb,1059,2
1060,Joe Whitney,1060,19
1061,Tommy Cross,1061,3
1062,Slater Koekkoek,1062,26
1063,Bud Holloway,1063,16
1064,Gustav Olofsson,1064,15
1065,Brandon DeFazio,1065,3
1066,Phillip Danault,1066,7
1067,Maxime Fortunus,1067,15
1068,Max Friberg,1068,1
1069,Scott Mayfield,1069,19
1070,Aaron Ness,1070,29
1071,Greg McKegg,1071,13
1072,Colin Smith,1072,9
1073,Bryce Van Brabant,1073,6
1074,Kyle Cumiskey,1074,7
1075,Ryan Sproul,1075,11
1076,Ryan Craig,1076,8
1077,Pierre-Luc Letourneau-Leblond,1077,17
1078,Joe Piskula,1078,1
1079,Adam Marsh,1079,11
1080,Reid Petryk,1080,9
1081,John McFarland,1081,13
1082,Chase Lang,1082,15
1083,Patrick Mullen,1083,21
1084,Steven Lorentz,1084,5
1085,Mathieu Joseph,1085,26
1086,Joakim Ryan,1086,24
1087,Brandon Alderson,1087,22
1088,Austyn Playfair,1088,2
1089,Josh Winquist,1089,12
1090,Tom Kostopoulos,1090,23
1091,MacKenze Stewart,1091,28
1092,Jaden Lindo,1092,23
1093,Duncan Siemens,1093,9
1094,Joe Hicketts,1094,11
1095,John Negrin,1095,28
1096,Zach Nastasiuk,1096,11
1097,Zach Pochiro,1097,25
1098,Hunter Shinkaruk,1098,28
1099,Trevor Cox,1099,29
1100,Alex Friesen,1100,28
1101,Alexander Delnov,1101,13
1102,Chris Crane,1102,24
1103,Mike Reilly,1103,15
1104,Colin Jacobs,1104,4
1105,Tyrell Goulbourne,1105,22
1106,Zack Mitchell,1106,15
1107,Dakota Mermis,1107,2
1108,Mitchell Marner,1108,27
1109,Giorgio Estephan,1109,4
1110,Evan Rodrigues,1110,4
1111,Conor Garland,1111,2
1112,Joshua Jacobs,1112,17
1113,Tim Brent,1113,22
1114,Kristian Nakyva,1114,18
1115,Tommy Hughes,1115,20
1116,Chris Bigras,1116,9
1117,Alex Peters,1117,10
1118,Dustin Stevenson,1118,6
1119,Bobby Sanguinetti,1119,4
1120,Graham Black,1120,17
1121,Nikita Jevpalovs,1121,24
1122,Jarett Meyer,1122,11
1123,Dan Kelly,1123,17
1124,Michael Downing,1124,13
1125,Blake Coleman,1125,17
1126,Ben Johnson,1126,17
1127,T.J. Tynan,1127,8
1128,Brad Morrison,1128,20
1129,Max Gortz,1129,18
1130,Nikita Scherbak,1130,16
1131,Alexandre Alain,1131,1
1132,Justin Dowling,1132,10
1133,Dan Catenacci,1133,4
1134,Trevor Cheek,1134,9
1135,Darren Dietz,1135,16
1136,Oskar Sundqvist,1136,23
1137,Esa Lindell,1137,10
1138,Justin Kirkland,1138,18
1139,Anthony Deangelo,1139,26
1140,Justin Lemcke,1140,11
1141,Matthias Plachta,1141,2
1142,Vincent Dunn,1142,21
1143,Brady Skjei,1143,20
1144,Phil McRae,1144,12
1145,Kenny Ryan,1145,1
1146,Brian Hart,1146,26
1147,Petter Emanuelsson,1147,24
1148,Danick Martel,1148,22
1149,Paul Bittner,1149,8
1150,Dmytro Timashov,1150,27
1151,Josh Morrissey,1151,30
1152,Yakov Trenin,1152,18
1153,Tyler Ganly,1153,5
1154,Liam Dunda,1154,25
1155,Mitchell Heard,1155,6
1156,Travis Dermott,1156,27
1157,Jimmy Lodge,1157,30
1158,Robert Hagg,1158,22
1159,Tobias Lindberg,1159,21
1160,Dan O'Donoghue,1160,2
1161,Conor Sheary,1161,23
1162,Ashton Sautner,1162,28
1163,Cole Schneider,1163,21
1164,Nick Moutrey,1164,8
1165,Christian Dvorak,1165,2
1166,Sergey Zborovskiy,1166,20
1167,Ryan Martindale,1167,26
1168,Connor Chatham,1168,17
1169,Chris Rumble,1169,21
1170,Anthony Beauvillier,1170,19
1171,Barry Goers,1171,23
1172,Ludwig Blomstrand,1172,28
1173,Yannick Veilleux,1173,25
1174,Jayce Hawryluk,1174,13
1175,Justin Bailey,1175,4
1176,Derek Hulak,1176,10
1177,Derek Mathers,1177,22
1178,Kyle Rau,1178,13
1179,Jonathan-Ismael Diaby,1179,18
1180,Jeff Tambellini,1180,26
1181,Viktor Loov,1181,27
1182,Daultan Leveille,1182,21
1183,Dustin Gazley,1183,29
1184,Matt Mangene,1184,10
1185,Brenden Kichton,1185,30
1186,Travis Sanheim,1186,22
1187,Jeff Hoggan,1187,11
1188,Markus Eisenschmid,1188,16
1189,Ruslan Fedotenko,1189,15
1190,Tom Nilsson,1190,19
1191,Anton Cederholm,1191,28
1192,Matteo Gennaro,1192,30
1193,Christopher Wilkie,1193,13
1194,Jake Marchment,1194,14
1195,Matthew Mistele,1195,14
1196,Zach O'Brien,1196,25
1197,Austin Madaisky,1197,8
1198,Roland McKeown,1198,5
1199,Kole Sherwood,1199,8
1200,Travis Konecny,1200,22
1201,Ross Johnston,1201,19
1202,Patrick Shea,1202,13
1203,Charlie Dodero,1203,26
1204,Austin Fyten,1204,29
1205,Brendan Perlini,1205,2
1206,Lucas Wallmark,1206,5
1207,Mikael Wikstrand,1207,21
1208,Spiro Goulakos,1208,4
1209,J.C. Beaudin,1209,9
1210,Mark McNeill,1210,7
1211,Rob Flick,1211,13
1212,Luke Philp,1212,22
1213,Travis Boyd,1213,29
1214,Nick Mattson,1214,7
1215,Alex Roach,1215,14
1216,Julius Honka,1216,10
1217,Rasmus Andersson,1217,6
1218,Michael Dal Colle,1218,19
1219,Julien Pelletier,1219,8
