1,Anh
2,Ari
3,Bos
4,Buf
5,Car
6,Cgy
7,Chi
8,Cls
9,Col
10,Dal
11,Det
12,Edm
13,Fla
14,LA
15,Min
16,Mon
17,NJ
18,Nsh
19,NYI
20,NYR
21,Ott
22,Phi
23,Pit
24,SJ
25,StL
26,TB
27,Tor
28,Van
29,Was
30,Wpg
